"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 224.58","25","201","Sylvan Dale","2","1","3","7","205","$985,000","06/21/2011","4,386","ML81127490","Mountain View","435.65","","","2,261","Canceled","1128 CARLOS PRIVADA","1986","94040","P30"
"$ 219.30","25","200","Whisman","2","1","3","21","110","$949,000","11/26/2012","4,218","ML81241746","Mountain View","583.96","12/17/2012","$925,000","1,584","Sold","426 WHISMAN Court","1988","94043","R2"
"$ 184.07","25","201","Sylvan Dale","2","0","2","11","58","$849,000","09/21/2011","4,557","ML81140561","Mountain View","515.55","10/02/2011","$838,800","1,627","Sold","737 TIANA Lane","1986","94041","R210"
"$ 183.02","25","201","Sylvan Dale","2","0","3","18","58","$849,000","06/07/2011","4,557","ML81125238","Mountain View","512.60","06/25/2011","$834,000","1,627","Sold","717 TIANA Lane","1986","94041","R210"
"$ 122.03","26","208","Grant","2","1","3","8","","$2,198,000","01/23/2014","22,125","ML81402138","Mountain View","831.54","01/31/2014","$2,700,000","3,247","Sold","599 SLEEPER Avenue","1988","94040","R1-10"
"$ 427.00","26","203","North Shoreline","3","0","4","6","90","$1,648,000","12/11/2014","4,356","ML81444597","Mountain View","821.55","12/17/2014","$1,860,000","2,264","Sold","316 Wildflower Park Lane","1988","94043","R2-9L"
"$ 243.66","26","208","Grant","3","0","4","7","","$1,699,000","01/24/2013","7,490","ML81302091","Mountain View","620.33","01/31/2013","$1,825,000","2,942","Sold","2165 WOODLEAF Way","1987","94040","R1"
"$ 180.46","26","208","Grant","3","0","4","8","","$1,698,000","10/23/2012","9,476","ML81238686","Mountain View","589.66","10/31/2012","$1,710,000","2,900","Sold","3381 BROWER Avenue","1986","94040","R18L"
"$ 131.19","26","208","Grant","3","0","4","8","","$1,299,000","03/28/2012","12,196","ML81211542","Mountain View","578.24","04/05/2012","$1,600,000","2,767","Sold","3379 BROWER Avenue","1986","94040","R18L"
"$ 298.44","26","203","North Shoreline","2","1","3","11","90","$1,298,000","04/25/2014","4,356","ML81413807","Mountain View","640.39","05/22/2014","$1,300,000","2,030","Sold","880 WINDMILL PARK Lane","1988","94043","R2-9L"
"$ 169.61","26","201","Sylvan Dale","2","1","3","9","","$1,198,000","07/13/2011","7,370","ML81130702","Mountain View","581.40","07/22/2011","$1,250,000","2,150","Sold","720 GLENBOROUGH Drive","1985","94041","R17L"
"$ 277.78","26","203","North Shoreline","2","0","3","0","","$1,210,000","07/24/2014","4,356","ML81426837","Mountain View","786.74","07/24/2014","$1,210,000","1,538","Sold","310 WINDMILL PARK Lane","1988","94043","R2-9L"
"$ 241.39","26","201","Sylvan Dale","2","1","3","1","","$1,100,000","05/23/2012","4,557","ML81219595","Mountain View","537.11","05/24/2012","$1,100,000","2,048","Sold","629 CHARMAIN Circle","1986","94041","R210"
"$ 285.65","27","203","North Shoreline","2","1","3","8","90","$1,525,000","02/11/2015","6,214","ML81450225","Mountain View","874.38","02/19/2015","$1,775,000","2,030","Sold","910 Wright Avenue","1988","94043","R2-9L"
"$ 211.10","27","201","Sylvan Dale","2","1","5","12","","$1,598,000","04/09/2012","7,840","ML81213009","Mountain View","571.28","04/21/2012","$1,655,000","2,897","Sold","750 GLENBOROUGH Drive","1985","94041","R17L"
"$ 173.68","27","209","Miramonte","2","2","4","26","","$1,689,000","08/15/2012","9,500","ML81230612","Mountain View","529.02","09/10/2012","$1,650,000","3,119","Sold","1889 ORANGETREE Lane","1985","94040","R18L"
"$ 229.57","27","201","Sylvan Dale","2","1","5","31","","$1,550,000","05/08/2012","6,534","ML81217215","Mountain View","517.78","06/08/2012","$1,500,000","2,897","Sold","538 SULLIVAN Drive","1985","94041","R17L"
"$ 201.22","27","201","Sylvan Dale","2","1","4","13","","$1,488,000","10/10/2012","7,405","ML81237207","Mountain View","555.56","10/23/2012","$1,490,000","2,682","Sold","775 GLENBOROUGH Drive","1985","94041","R17L"
"$ 258.00","27","201","Sylvan Dale","2","1","3","6","300","$1,290,000","07/19/2013","5,000","ML81326205","Mountain View","570.54","","","2,261","Canceled","1359 CUERNAVACA CIRCULO","1986","94040","P(30)"
"$ 278.69","27","201","Sylvan Dale","2","0","3","10","62","$960,000","02/05/2013","4,557","ML81303511","Mountain View","819.88","02/15/2013","$1,270,000","1,549","Sold","645 SYLVAN Avenue","1986","94041","R210"
"$ 188.20","27","201","Sylvan Dale","2","1","3","9","","$1,249,950","02/21/2012","6,642","ML81206507","Mountain View","527.43","03/01/2012","$1,250,000","2,370","Sold","558 SULLIVAN Drive","1985","94041","R17L"
"$ 353.30","28","201","Sylvan Dale","2","1","3","7","67","$1,358,000","10/22/2014","4,557","ML81438056","Mountain View","787.67","10/29/2014","$1,610,000","2,044","Sold","802 DEVOTO Street","1986","94041","R2-10"
"$ 210.32","28","201","Sylvan Dale","2","1","5","6","","$1,575,000","07/10/2013","7,560","ML81324774","Mountain View","548.84","07/16/2013","$1,590,000","2,897","Sold","745 GLENBOROUGH Drive","1985","94041","R1-7L"
"$ 300.20","28","201","Sylvan Dale","2","1","3","49","67","$1,398,000","05/15/2014","4,557","ML81416848","Mountain View","655.17","07/03/2014","$1,368,000","2,088","Sold","701 TIANA Lane","1986","94041","R2-10"
"$ 224.36","29","201","Sylvan Dale","2","1","4","9","","$1,695,000","08/20/2014","9,360","ML81430414","Mountain View","839.33","08/29/2014","$2,100,000","2,502","Sold","799 GLENBOROUGH Drive","1985","94041","R1-7L"
"$ 432.40","29","201","Sylvan Dale","2","1","4","6","223","$1,499,000","01/02/2015","3,920","ML81445674","Mountain View","679.90","01/08/2015","$1,695,000","2,493","Sold","1236 Christobal Privada","1986","94040","P(30)"
"$ 185.61","29","200","Whisman","2","1","3","29","","$748,000","02/16/2012","4,030","ML81205978","Mountain View","426.21","03/16/2012","$748,000","1,755","Sold","183 ADA Avenue","1983","94043","R33"
"$ 290.75","30","209","Miramonte","2","1","3","29","","$1,800,000","07/23/2014","6,105","ML81426680","Mountain View","851.32","08/21/2014","$1,775,000","2,085","Sold","1133 EL MONTE Avenue","1984","94040","R1"
"$ 395.41","30","201","Sylvan Dale","3","0","3","6","223","$1,428,000","01/29/2015","3,920","ML81448521","Mountain View","766.57","02/04/2015","$1,550,000","2,022","Sold","1107 Ana Privada","1985","94040","P(30)"
"$ 377.81","30","201","Sylvan Dale","3","0","3","12","223","$1,428,000","02/26/2015","3,920","ML81452384","Mountain View","732.44","03/10/2015","$1,481,000","2,022","Sold","1274 Cuernavaca Circulo","1985","94040","P(30)"
"$ 181.50","30","208","Grant","2","1","4","12","","$1,349,999","05/12/2010","8,000","ML81023634","Mountain View","618.14","05/24/2010","$1,452,000","2,349","Sold","3365 KENZO Court","1980","94040","R18L"
"$ 302.80","30","201","Sylvan Dale","3","0","3","12","226","$1,375,000","01/16/2015","4,792","ML81447333","Mountain View","717.61","01/28/2015","$1,451,000","2,022","Sold","1155 Carlos Privada","1985","94040","P(30)"
"$ 190.25","30","200","Whisman","2","1","3","12","","$850,000","08/08/2013","4,356","ML81328968","Mountain View","487.50","08/20/2013","$828,750","1,700","Sold","275 LESLIE Court#A","1983","94043","R2"
"$ 229.56","31","203","North Shoreline","2","0","3","19","","$1,289,999","02/19/2015","5,663","ML81451443","Mountain View","932.57","03/10/2015","$1,300,000","1,394","Sold","173 Granada","1984","94043","R3-15"
"$ 281.45","31","209","Miramonte","2","0","3","8","395","$858,000","03/17/2010","3,084","ML81012831","Mountain View","504.07","03/25/2010","$868,000","1,722","Sold","1917 MILANO Way","1979","94040","P24"
"$ 1,965.52","31","209","Miramonte","2","0","3","40","396","$865,000","07/07/2010","435","ML81033629","Mountain View","498.25","08/16/2010","$855,000","1,716","Sold","1925 AMALFI Way","1979","94040","P24"
"$ 297.10","31","209","Miramonte","2","1","2","8","396","$799,956","03/04/2010","2,760","ML81010214","Mountain View","429.99","03/12/2010","$820,000","1,907","Sold","1927 AMALFI Way","1979","94040","P24"
"$ 195.49","32","208","Grant","2","1","4","14","","$1,399,000","06/12/2012","7,980","ML81222162","Mountain View","668.38","06/26/2012","$1,560,000","2,334","Sold","3378 BEAUMONT Square","1980","94040","R18L"
"$ 279.31","32","208","Grant","2","1","4","4","225","$1,358,000","07/07/2010","4,905","ML81033621","Mountain View","549.32","07/11/2010","$1,370,000","2,494","Sold","1106 DOYLE Place","1978","94040","P28"
"$ 111.96","32","201","Sylvan Dale","2","0","4","181","","$1,000,000","03/22/2010","8,932","ML81013676","Mountain View","604.59","","","1,654","Expired","717 ALICE Avenue","1978","94041","R1"
"$ 177.73","33","208","Grant","4","0","5","8","","$2,200,000","09/17/2013","13,504","ML81334522","Mountain View","569.12","09/25/2013","$2,400,000","4,217","Sold","2027 TRIPIANO Court","1980","94040","R1-10"
"$ 254.45","33","208","Grant","2","1","4","8","225","$1,299,000","07/19/2011","5,227","ML81131692","Mountain View","510.36","07/27/2011","$1,330,000","2,606","Sold","1118 SUSSEX Square","1978","94040","P28"
"$ 171.68","33","208","Grant","2","0","3","43","225","$998,000","10/13/2011","5,650","ML81143550","Mountain View","513.77","11/25/2011","$970,000","1,888","Sold","114 BENTLEY Square","1978","94040","P28"
"$ 155.44","33","201","Sylvan Dale","2","0","2","73","235","$879,000","07/29/2010","5,565","ML81037551","Mountain View","523.92","10/10/2010","$865,000","1,651","Sold","815 RUNNINGWOOD Circle","1977","94040","P30"
"","33","200","Whisman","2","1","3","11","","$849,000","07/31/2013","0","ML81327932","Mountain View","489.07","08/11/2013","$850,000","1,738","Sold","292 LESLIE Court#B","1980","94043","R2"
"$ 100.61","33","201","Sylvan Dale","2","0","3","25","40","$849,000","05/11/2011","8,250","ML81120961","Mountain View","514.89","06/05/2011","$830,000","1,612","Sold","814 BOURBON Court","1978","94041","P30"
"$ 230.18","34","208","Grant","2","1","4","7","","$1,775,000","02/19/2014","8,276","ML81405095","Mountain View","810.98","02/26/2014","$1,905,000","2,349","Sold","360 APRICOT Lane","1980","94040","R1-8L"
"$ 158.16","34","208","Grant","3","0","5","60","","$1,499,999","06/07/2010","9,440","ML81028700","Mountain View","526.82","08/06/2010","$1,493,000","2,834","Sold","3365 TRYNA Drive","1976","94040","R18L"
"$ 221.70","34","208","Grant","2","0","3","8","240","$1,100,000","05/15/2012","5,300","ML81218267","Mountain View","686.33","05/23/2012","$1,175,000","1,712","Sold","1114 SUSSEX Square","1978","94040","P28"
"$ 208.91","34","208","Grant","2","1","3","69","225","$1,149,000","10/13/2011","5,500","ML81143530","Mountain View","566.01","","","2,030","Canceled","1103 DOYLE Place","1978","94040","P28"
"$ 200.00","34","208","Grant","2","0","3","1","240","$1,049,000","02/20/2012","5,500","ML81206402","Mountain View","642.52","02/21/2012","$1,100,000","1,712","Sold","200 BENTLEY Square","1978","94040","P28"
"$ 204.31","34","201","Sylvan Dale","3","0","4","54","200","$1,099,000","04/27/2011","5,335","ML81118591","Mountain View","454.36","06/20/2011","$1,090,000","2,399","Sold","803 RUNNINGWOOD Circle","1977","94040","P30"
"$ 190.91","34","208","Grant","2","1","3","16","240","$1,000,000","02/07/2012","5,500","ML81204681","Mountain View","517.24","02/23/2012","$1,050,000","2,030","Sold","1103 DOYLE Place","1978","94040","P28"
"$ 102.95","34","201","Sylvan Dale","2","0","3","13","","$989,000","03/25/2010","9,558","ML81014240","Mountain View","530.74","04/07/2010","$984,000","1,854","Sold","406 FOXBOROUGH Drive","1976","94041","R110"
"$ 169.45","34","208","Grant","2","0","3","6","240","$898,000","02/23/2012","5,500","ML81206799","Mountain View","493.64","02/29/2012","$932,000","1,888","Sold","204 BENTLEY Square","1978","94040","P28"
"$ 160.91","34","201","Sylvan Dale","2","0","2","3","235","$875,000","04/25/2011","5,500","ML81118058","Mountain View","591.18","04/28/2011","$885,000","1,497","Sold","836 RUNNINGWOOD Circle","1977","94040","P30"
"$ 165.45","34","203","North Shoreline","2","0","2","15","","$794,500","06/13/2012","5,198","ML81222372","Mountain View","619.15","06/28/2012","$860,000","1,389","Sold","218 JASON Way","1978","94043","R33"
"$ 118.12","34","201","Sylvan Dale","2","0","3","32","200","$829,000","04/28/2011","6,900","ML81118617","Mountain View","544.42","05/30/2011","$815,000","1,497","Sold","847 RUNNINGWOOD Circle","1977","94040","P30"
"$ 156.70","34","201","Sylvan Dale","2","0","2","119","200","$789,000","07/27/2011","5,035","ML81132892","Mountain View","490.37","11/23/2011","$789,000","1,609","Sold","861 RUNNINGWOOD Circle","1977","94040","P30"
"$ 157.13","34","201","Sylvan Dale","2","0","3","7","50","$699,950","05/31/2012","4,773","ML81220396","Mountain View","471.11","06/07/2012","$750,000","1,592","Sold","818 BOURBON Court","1978","94041","P30"
"$ 101.43","34","201","Sylvan Dale","2","0","3","20","250","$699,880","02/24/2011","6,900","ML81108360","Mountain View","467.52","","","1,497","Canceled","847 RUNNINGWOOD Circle","1977","94040","P30"
"$ 218.64","35","208","Grant","3","0","6","8","","$2,398,000","06/18/2014","11,000","ML81421832","Mountain View","784.15","06/26/2014","$2,405,000","3,067","Sold","3414 STACEY Court","1979","94040","R1-8L"
"$ 259.43","35","208","Grant","2","0","3","10","245","$1,325,000","07/28/2013","5,300","ML81327452","Mountain View","728.28","08/07/2013","$1,375,000","1,888","Sold","1112 SUSSEX Square","1978","94040","P(28)"
"$ 165.63","35","209","Miramonte","2","1","4","14","","$1,398,000","04/08/2010","8,000","ML81016892","Mountain View","576.59","04/22/2010","$1,325,000","2,298","Sold","726 RUSTIC Lane","1975","94040","R18L"
"$ 253.11","35","208","Grant","2","0","3","7","245","$1,199,950","07/24/2013","5,227","ML81326949","Mountain View","772.78","07/31/2013","$1,323,000","1,712","Sold","1119 SUSSEX Square","1978","94040","P(28)"
"$ 145.54","35","201","Sylvan Dale","2","0","4","89","","$1,300,000","02/14/2013","8,932","ML81304634","Mountain View","785.97","","","1,654","Expired","717 ALICE Avenue","1978","94041","R1"
"$ 192.15","35","201","Sylvan Dale","2","0","3","8","50","$998,000","06/25/2013","5,985","ML81322760","Mountain View","664.74","07/03/2013","$1,150,000","1,730","Sold","836 BOURBON Court","1978","94041","P(30)"
"$ 89.80","35","203","North Shoreline","2","0","3","366","","$625,000","10/11/2011","6,960","ML81143285","Mountain View","508.54","","","1,229","Expired","1627 MORGAN Court","1976","94043","R1SD"
"$ 206.89","36","208","Grant","2","1","4","92","","$1,787,500","05/01/2013","8,640","ML81314687","Mountain View","728.40","","","2,454","Canceled","1200 LUBICH Drive","1977","94040","R18L"
"$ 330.19","36","208","Grant","2","1","3","8","252","$1,498,000","12/02/2014","5,300","ML81441463","Mountain View","862.07","12/10/2014","$1,750,000","2,030","Sold","1108 SUSSEX Square","1978","94040","P(28)"
"$ 199.65","36","208","Grant","2","1","4","10","","$1,765,000","09/04/2013","8,640","ML81332753","Mountain View","702.93","09/14/2013","$1,725,000","2,454","Sold","1200 LUBICH Drive","1977","94040","R1-8L"
"$ 127.54","36","208","Grant","2","1","4","27","","$1,550,000","07/24/2012","11,761","ML81227731","Mountain View","744.42","08/20/2012","$1,500,000","2,015","Sold","2346 HILO Court","1976","94040","R110"
"$ 185.16","36","201","Sylvan Dale","3","0","4","9","","$1,188,000","10/29/2012","7,210","ML81239261","Mountain View","588.36","11/07/2012","$1,335,000","2,269","Sold","413 HEDGEROW Court","1976","94041","R17L"
"$ 144.93","36","208","Grant","2","1","3","37","","$1,299,000","11/30/2011","8,625","ML81148972","Mountain View","545.38","01/06/2012","$1,250,000","2,292","Sold","3370 BROWER Avenue","1976","94040","R18L"
"$ 153.13","36","209","Miramonte","3","0","4","151","","$1,225,000","09/15/2010","8,000","ML81045578","Mountain View","548.10","","","2,235","Canceled","786 RUSTIC Lane","1975","94040","R18L"
"$ 174.49","36","201","Sylvan Dale","2","0","2","8","50","$978,000","05/28/2014","6,820","ML81418570","Mountain View","835.67","06/05/2014","$1,190,000","1,424","Sold","733 RAINBOW Drive","1978","94041","P(30)"
"$ 134.79","36","201","Sylvan Dale","2","0","3","17","","$1,070,000","04/25/2014","7,938","ML81413943","Mountain View","646.92","05/12/2014","$1,070,000","1,654","Sold","575 MOORPARK Way","1978","94041","R1"
"$ 150.72","36","201","Sylvan Dale","2","0","3","8","200","$975,000","07/31/2013","6,900","ML81327939","Mountain View","694.72","08/08/2013","$1,040,000","1,497","Sold","847 RUNNINGWOOD Circle","1977","94040","P(30)"
"$ 107.14","36","203","North Shoreline","2","0","4","13","","$679,900","07/19/2012","7,000","ML81227072","Mountain View","526.32","08/01/2012","$750,000","1,425","Sold","1602 MORGAN Street","1976","94043","R1SD"
"$ 95.43","36","203","North Shoreline","2","0","4","148","","$668,000","09/15/2011","7,000","ML81139773","Mountain View","468.77","","","1,425","Canceled","1602 MORGAN Street","1976","94043","R1SD"
"$ 270.63","37","208","Grant","2","1","4","7","","$1,898,000","10/15/2014","8,000","ML81437310","Mountain View","915.43","10/22/2014","$2,165,000","2,365","Sold","3382 TRYNA Drive","1977","94040","R1-8L"
"$ 216.81","37","208","Grant","3","0","5","8","","$1,798,000","04/16/2013","8,625","ML81312423","Mountain View","659.84","04/24/2013","$1,870,000","2,834","Sold","3386 BROWER Avenue","1976","94040","R18L"
"$ 325.36","37","201","Sylvan Dale","3","0","4","9","210","$1,399,000","03/05/2014","5,225","ML81406946","Mountain View","655.86","03/14/2014","$1,700,000","2,592","Sold","831 RUNNINGWOOD Circle","1977","94040","P(30)"
